GENE,SGDID,CHROM,START,END
SKG6,YHR149C,chrVIII,394455,396659
SKI2,YLR398C,chrXII,915156,919019
SKI3,YPR189W,chrXVI,912664,916962
SKI6,YGR195W,chrVII,888882,889622
SKI7,YOR076C,chrXV,469377,471620
SKI8,YGL213C,chrVII,90054,91247
SKM1,YOL113W,chrXV,104326,106293
SKN1,YGR143W,chrVII,775193,777508
SKN7,YHR206W,chrVIII,512732,514600
SKO1,YNL167C,chrXIV,319416,321359
SKP1,YDR328C,chrIV,1125434,1126018
SKP2,YNL311C,chrXIV,49397,51688
SKS1,YPL026C,chrXVI,500675,502183
SKT5,YBL061C,chrII,105316,107406
SKY1,YMR216C,chrXIII,698811,701039
SLA1,YBL007C,chrII,212632,216366
SLA2,YNL243W,chrXIV,188051,190957
SLC1,YDL052C,chrIV,362672,363583
SLD2,YKL108W,chrXI,234426,235787
SLD3,YGL113W,chrVII,295932,297938
SLD5,YDR489W,chrIV,1431012,1431896
SLD7,YOR060C,chrXV,440390,441163
SLF1,YDR515W,chrIV,1473429,1474772
SLG1,YOR008C,chrXV,341278,342414
SLH1,YGR271W,chrVII,1031791,1037694
SLI1,YGR212W,chrVII,917040,918446
SLI15,YBR156C,chrII,551104,553200
SLK19,YOR195W,chrXV,712866,715331
SLM1,YIL105C,chrIX,167581,169641
SLM2,YNL047C,chrXIV,539911,541881
SLM3,YDL033C,chrIV,392659,393912
SLM4,YBR077C,chrII,391805,392293
SLM5,YCR024C,chrIII,160744,162222
SLM6,YBR266C,chrII,739936,740388
SLN1,YIL147C,chrIX,69791,73453
SLO1,YER180C-A,chrV,550865,551122
SLP1,YOR154W,chrXV,624729,626492
SLS1,YLR139C,chrXII,421542,423473
SLT2,YHR030C,chrVIII,168890,170344
SLU7,YDR088C,chrIV,618497,619645
SLX1,YBR228W,chrII,675313,676227
SLX4,YLR135W,chrXII,413281,415527
SLX5,YDL013W,chrIV,429067,430926
SLX8,YER116C,chrV,395348,396172
SLX9,YGR081C,chrVII,643148,643780
SLY1,YDR189W,chrIV,838392,840392
SLY41,YOR307C,chrXV,892731,894092
SLZ1,YNL196C,chrXIV,270275,271171
SMA1,YPL027W,chrXVI,499665,500402
SMA2,YML066C,chrXIII,140424,141533
SMB1,YER029C,chrV,212587,213177
SMC1,YFL008W,chrVI,119429,123106
SMC2,YFR031C,chrVI,216594,220106
SMC3,YJL074C,chrX,299157,302849
SMC4,YLR086W,chrXII,302243,306499
SMC5,YOL034W,chrXV,259923,263204
SMC6,YLR383W,chrXII,885288,888632
SMD1,YGR074W,chrVII,635712,636152
SMD2,YLR275W,chrXII,694378,694800
SMD3,YLR147C,chrXII,434158,434463
SME1,YOR159C,chrXV,633282,633566
SMF1,YOL122C,chrXV,89692,91419
SMF2,YHR050W,chrVIII,207654,209303
SMF3,YLR034C,chrXII,210512,211933
SMI1,YGR229C,chrVII,949382,950899
SMK1,YPR054W,chrXVI,666280,667446
SML1,YML058W,chrXIII,159383,159697
SMM1,YNR015W,chrXIV,653387,654541
SMN1,YHR202W,chrVIII,502388,504196
SMP1,YBR182C,chrII,593506,594864
SMP3,YOR149C,chrXV,609838,611388
SMT1,YJL147C,chrX,141419,142567
SMT3,YDR510W,chrIV,1469400,1469705
SMU2,YIL161W,chrIX,39433,40140
SMX2,YFL017W-A,chrVI,103699,103932
SMX3,YPR182W,chrXVI,900194,900454
SMY1,YKL079W,chrXI,286603,288573
SMY2,YBR172C,chrII,579150,581372
SNA2,YDR525W-A,chrIV,1490596,1490835
SNA3,YJL151C,chrX,136372,136773
SNA4,YDL123W,chrIV,241418,241840
SNC1,YAL030W,chrI,87286,87752
SNC2,YOR327C,chrXV,930734,931081
SND1,YDR186C,chrIV,832859,835492
SND2,YLR065C,chrXII,266373,266918
SND3,YBR106W,chrII,452658,453224
SNF1,YDR477W,chrIV,1412373,1414274
SNF11,YDR073W,chrIV,592439,592948
SNF12,YNR023W,chrXIV,670418,672118
SNF2,YOR290C,chrXV,855147,860258
SNF3,YDL194W,chrIV,111580,114234
SNF4,YGL115W,chrVII,292033,293001
SNF5,YBR289W,chrII,779667,782384
SNF6,YHL025W,chrVIII,54851,55849
SNF7,YLR025W,chrXII,194452,195174
SNF8,YPL002C,chrXVI,553627,554328
SNG1,YGR197C,chrVII,892497,894140
SNL1,YIL016W,chrIX,321454,321933
SNM1,YDR478W,chrIV,1414575,1415171
SNN1,YNL086W,chrXIV,466334,466642
SNO1,YMR095C,chrXIII,457285,457959
SNO2,YNL334C,chrXIV,12208,12876
SNO3,YFL060C,chrVI,10301,10969
SNO4,YMR322C,chrXIII,918366,919079
SNP1,YIL061C,chrIX,244657,245559
SNQ2,YDR011W,chrIV,465919,470424
SNR10,YNCG0013W,chrVII,345986,346230
SNR11,YNCM0031W,chrXIII,652275,652532
SNR128,YNCJ0003C,chrX,139566,139691
SNR13,YNCD0030W,chrIV,1402919,1403042
SNR14,YNCE0011C,chrV,167427,167586
SNR161,YNCB0009C,chrII,307185,307345
SNR17A,YNCO0025W,chrXV,780107,780596
SNR17B,YNCP0005C,chrXVI,281056,281517
SNR18,YNCA0003W,chrI,142367,142468
SNR189,YNCC0012C,chrIII,178610,178798
SNR19,YNCN0005C,chrXIV,230105,230672
SNR190,YNCJ0004C,chrX,139761,139950
SNR191,YNCN0019C,chrXIV,721938,722211
SNR24,YNCM0026C,chrXIII,499984,500072
SNR3,YNCJ0030W,chrX,663749,663942
SNR30,YNCL0003W,chrXII,198784,199389
SNR31,YNCO0027C,chrXV,841958,842182
SNR32,YNCH0012W,chrVIII,381540,381727
SNR33,YNCC0006C,chrIII,142364,142546
SNR34,YNCL0048W,chrXII,899180,899382
SNR35,YNCO0024C,chrXV,759326,759529
SNR36,YNCO0022C,chrXV,680685,680866
SNR37,YNCJ0007C,chrX,228094,228479
SNR38,YNCK0009W,chrXI,283185,283279
SNR39,YNCG0014C,chrVII,365163,365251
SNR39B,YNCG0015C,chrVII,366374,366469
SNR4,YNCE0019W,chrV,424698,424883
SNR40,YNCN0001W,chrXIV,89210,89306
SNR41,YNCP0015C,chrXVI,719148,719242
SNR42,YNCK0020C,chrXI,559016,559366
SNR43,YNCC0003C,chrIII,107504,107712
SNR44,YNCL0046W,chrXII,856710,856920
SNR45,YNCP0021W,chrXVI,821732,821903
SNR46,YNCG0024W,chrVII,545370,545566
SNR47,YNCD0010C,chrIV,541602,541700
SNR48,YNCG0026W,chrVII,609584,609696
SNR49,YNCN0018W,chrXIV,716120,716284
SNR5,YNCO0028W,chrXV,842403,842606
SNR50,YNCO0007W,chrXV,259489,259578
SNR51,YNCP0013C,chrXVI,718700,718806
SNR52,YNCE0020C,chrV,431129,431220
SNR53,YNCE0003W,chrV,61699,61789
SNR54,YNCM0005C,chrXIII,163535,163620
SNR55,YNCL0042C,chrXII,794697,794794
SNR56,YNCB0003W,chrII,88190,88277
SNR57,YNCL0043C,chrXII,794937,795024
SNR58,YNCO0003C,chrXV,136088,136183
SNR59,YNCP0003W,chrXVI,173827,173904
SNR6,YNCL0006W,chrXII,366235,366346
SNR60,YNCJ0009C,chrX,349130,349233
SNR61,YNCL0041C,chrXII,794486,794575
SNR62,YNCO0015C,chrXV,409765,409864
SNR63,YNCD0002C,chrIV,323217,323471
SNR64,YNCK0001W,chrXI,38811,38911
SNR65,YNCC0011W,chrIII,177183,177282
SNR66,YNCN0014W,chrXIV,586090,586175
SNR67,YNCE0002W,chrV,61352,61433
SNR68,YNCI0001W,chrIX,97111,97246
SNR69,YNCK0013W,chrXI,364776,364876
SNR70,YNCP0014C,chrXVI,718887,719050
SNR71,YNCH0014W,chrVIII,411228,411317
SNR72,YNCM0017W,chrXIII,298554,298651
SNR73,YNCM0016W,chrXIII,298307,298412
SNR74,YNCM0015W,chrXIII,298138,298225
SNR75,YNCM0014W,chrXIII,297918,298006
SNR76,YNCM0013W,chrXIII,297725,297833
SNR77,YNCM0012W,chrXIII,297506,297593
SNR78,YNCM0011W,chrXIII,297278,297364
SNR79,YNCL0005C,chrXII,348427,348510
SNR7-L,YNCG0044C,chrVII,939459,939672
SNR7-S,YNCG0045C,chrVII,939494,939672
SNR8,YNCO0026W,chrXV,832332,832521
SNR80,YNCE0001C,chrV,52150,52320
SNR81,YNCO0006W,chrXV,234346,234546
SNR82,YNCG0010W,chrVII,316788,317055
SNR83,YNCM0030W,chrXIII,626349,626654
SNR84,YNCD0032C,chrIV,1492477,1493026
SNR85,YNCM0002C,chrXIII,67768,67938
SNR86,YNCM0034C,chrXIII,762110,763113
SNR87,YNCK0015C,chrXI,431030,431138
SNR9,YNCO0014C,chrXV,407948,408134
SNT1,YCR033W,chrIII,186489,190169
SNT2,YGL131C,chrVII,261648,265859
SNT309,YPR101W,chrXVI,730492,731019
SNU114,YKL173W,chrXI,122517,125543
SNU13,YEL026W,chrV,101943,102323
SNU23,YDL098C,chrIV,284581,285165
SNU56,YDR240C,chrIV,943674,945152
SNU66,YOR308C,chrXV,894624,896387
SNU71,YGR013W,chrVII,514554,516416
SNX3,YOR357C,chrXV,1009224,1009712
SNX4,YJL036W,chrX,378825,380096
SNX41,YDR425W,chrIV,1320064,1321941
SNZ1,YMR096W,chrXIII,458408,459301
SNZ2,YNL333W,chrXIV,13267,14163
SNZ3,YFL059W,chrVI,11363,12259
SOA1,YIL166C,chrIX,30938,32566
SOD1,YJR104C,chrX,622550,623014
SOD2,YHR008C,chrVIII,122889,123590
SOE1,YNCG0012W,chrVII,328583,328654
SOF1,YLL011W,chrXII,127523,128992
SOG2,YOR353C,chrXV,998453,1000828
SOH1,YGL127C,chrVII,270392,270775
SOK1,YDR006C,chrIV,458542,461247
SOK2,YMR016C,chrXIII,303236,305593
SOL1,YNR034W,chrXIV,690321,691286
SOL2,YCR073W-A,chrIII,246963,247910
SOL3,YHR163W,chrVIII,423724,424473
SOL4,YGR248W,chrVII,985972,986739
SOM1,YEL059C-A,chrV,42400,42624
SOP4,YJL192C,chrX,72710,73414
SOR1,YJR159W,chrX,736044,737117
SOR2,YDL246C,chrIV,8683,9756
SOV1,YMR066W,chrXIII,401541,404237
SPA2,YLL021W,chrXII,100947,105347
SPB1,YCL054W,chrIII,31449,33974
SPB4,YFL002C,chrVI,145114,146934
SPC1,YJR010C-A,chrX,458077,458361
SPC105,YGL093W,chrVII,334886,337639
SPC110,YDR356W,chrIV,1186107,1188941
SPC19,YDR201W,chrIV,856317,856814
SPC2,YML055W,chrXIII,164790,165326
SPC24,YMR117C,chrXIII,501250,501891
SPC25,YER018C,chrV,191959,192624
SPC29,YPL124W,chrXVI,316755,317516
SPC3,YLR066W,chrXII,267169,267723
SPC34,YKR037C,chrXI,510910,511797
SPC42,YKL042W,chrXI,358475,359566
SPC72,YAL047C,chrI,54989,56857
SPC97,YHR172W,chrVIII,448335,450806
SPC98,YNL126W,chrXIV,387227,389767
SPE1,YKL184W,chrXI,96757,98157
SPE2,YOL052C,chrXV,232446,233636
SPE3,YPR069C,chrXVI,684556,685437
SPE4,YLR146C,chrXII,432823,433725
SPF1,YEL031W,chrV,90258,93905
SPG1,YGR236C,chrVII,962530,962817
SPG3,YDR504C,chrIV,1456311,1456694
SPG4,YMR107W,chrXIII,483014,483361
SPG5,YMR191W,chrXIII,645656,646777
SPH1,YLR313C,chrXII,760750,762342
SPI1,YER150W,chrV,468370,468816
SPL2,YHR136C,chrVIII,374654,375100
SPN1,YPR133C,chrXVI,795978,797210
SPO1,YNL012W,chrXIV,609686,611665
SPO11,YHL022C,chrVIII,62961,64157
SPO12,YHR152W,chrVIII,401434,401955
SPO13,YHR014W,chrVIII,132047,132922
SPO14,YKR031C,chrXI,501344,506395
SPO16,YHR153C,chrVIII,402086,402682
SPO19,YPL130W,chrXVI,304387,305058
SPO20,YMR017W,chrXIII,307489,308682
SPO21,YOL091W,chrXV,145334,147163
SPO22,YIL073C,chrIX,222937,225954
SPO23,YBR250W,chrII,719033,720604
SPO24,YPR036W-A,chrXVI,645950,646153
SPO7,YAL009W,chrI,135854,136633
SPO71,YDR104C,chrIV,661173,664910
SPO73,YER046W,chrV,243180,243611
SPO74,YGL170C,chrVII,184153,185394
SPO75,YLL005C,chrXII,137940,140546
SPO77,YLR341W,chrXII,807385,808818
SPP1,YPL138C,chrXVI,291366,292427
SPP2,YOR148C,chrXV,608640,609197
SPP381,YBR152W,chrII,546376,547251
SPP382,YLR424W,chrXII,973395,975521
SPP41,YDR464W,chrIV,1388872,1393179
SPR1,YOR190W,chrXV,690695,692032
SPR2,YOR214C,chrXV,745593,746303
SPR28,YDR218C,chrIV,903781,905052
SPR3,YGR059W,chrVII,607563,609101
SPR6,YER115C,chrV,394292,394867
SPS1,YDR523C,chrIV,1485566,1487038
SPS100,YHR139C,chrVIII,378219,379199
SPS18,YNL204C,chrXIV,258375,259277
SPS19,YNL202W,chrXIV,259578,260456
SPS2,YDR522C,chrIV,1483795,1485303
SPS22,YCL048W,chrIII,42165,43556
SPS4,YOR313C,chrXV,901858,902874
SPT10,YJL127C,chrX,182298,184220
SPT14,YPL175W,chrXVI,218630,220088
SPT15,YER148W,chrV,465303,466025
SPT16,YGL207W,chrVII,98969,102076
SPT2,YER161C,chrV,499347,500348
SPT20,YOL148C,chrXV,45760,47574
SPT21,YMR179W,chrXIII,619858,622134
SPT23,YKL020C,chrXI,398832,402080
SPT3,YDR392W,chrIV,1258696,1259709
SPT4,YGR063C,chrVII,617516,617824
SPT5,YML010W,chrXIII,247677,250868
SPT6,YGR116W,chrVII,720409,724764
SPT7,YBR081C,chrII,401253,405251
SPT8,YLR055C,chrXII,251272,253080
SQS1,YNL224C,chrXIV,224796,227099
SQT1,YIR012W,chrIX,378486,379781
SRB2,YHR041C,chrVIII,189131,189864
SRB4,YER022W,chrV,198812,200875
SRB5,YGR104C,chrVII,697445,698368
SRB6,YBR253W,chrII,723270,723635
SRB7,YDR308C,chrIV,1078027,1078449
SRB8,YCR081W,chrIII,254371,258654
SRC1,YML034W,chrXIII,209525,212155
SRD1,YCR018C,chrIII,148238,148903
SRF1,YDL133W,chrIV,222427,223740
SRG1,YNCE0017W,chrV,322212,322762
SRL1,YOR247W,chrXV,797676,798308
SRL2,YLR082C,chrXII,292394,293572
SRL3,YKR091W,chrXI,611525,612265
SRL4,YPL033C,chrXVI,487362,488207
SRM1,YGL097W,chrVII,321782,323230
SRN2,YLR119W,chrXII,385534,386175
SRO7,YPR032W,chrXVI,634123,637224
SRO77,YBL106C,chrII,10847,13879
SRO9,YCL037C,chrIII,57374,58678
SRP1,YNL189W,chrXIV,284260,285888
SRP101,YDR292C,chrIV,1043146,1045011
SRP102,YKL154W,chrXI,161601,162335
SRP14,YDL092W,chrIV,292781,293221
SRP21,YKL122C,chrXI,212495,212998
SRP40,YKR092C,chrXI,612665,613885
SRP54,YPR088C,chrXVI,711403,713028
SRP68,YPL243W,chrXVI,88517,90316
SRP72,YPL210C,chrXVI,154290,156212
SRS2,YJL092W,chrX,257423,260947
SRT1,YMR101C,chrXIII,468445,469476
SRV2,YNL138W,chrXIV,366741,368321
SRX1,YKL086W,chrXI,278281,278664
SRY1,YKL218C,chrXI,17359,18339
SSA1,YAL005C,chrI,139503,141431
SSA2,YLL024C,chrXII,95566,97485
SSA3,YBL075C,chrII,84499,86448
SSA4,YER103W,chrV,364589,366517
SSB1,YDL229W,chrIV,44065,45906
SSB2,YNL209W,chrXIV,252059,253900
SSC1,YJR045C,chrX,519638,521602
SSD1,YDR293C,chrIV,1045640,1049392
SSE1,YPL106C,chrXVI,350194,352275
SSE2,YBR169C,chrII,573915,575996
SSF1,YHR066W,chrVIII,229335,230696
SSF2,YDR312W,chrIV,1087581,1088942
SSH1,YBR283C,chrII,768943,770415
SSH4,YKL124W,chrXI,210593,212332
SSK1,YLR006C,chrXII,161755,163893
SSK2,YNR031C,chrXIV,680694,685433
SSK22,YCR073C,chrIII,242588,246583
SSL1,YLR005W,chrXII,160049,161434
SSL2,YIL143C,chrIX,80510,83041
SSM4,YIL030C,chrIX,296050,300009
SSN2,YDR443C,chrIV,1345676,1349938
SSN3,YPL042C,chrXVI,473040,474707
SSN8,YNL025C,chrXIV,584320,585291
SSO1,YPL232W,chrXVI,107275,108147
SSO2,YMR183C,chrXIII,626921,627808
SSP1,YHR184W,chrVIII,472744,474459
SSP120,YLR250W,chrXII,640317,641021
SSP2,YOR242C,chrXV,788742,789857
SSQ1,YLR369W,chrXII,859552,861525
SSS1,YDR086C,chrIV,616928,617170
SST2,YLR452C,chrXII,1039270,1041366
SSU1,YPL092W,chrXVI,373793,375169
SSU72,YNL222W,chrXIV,229094,229714
SSY1,YDR160W,chrIV,776163,778721
SSY5,YJL156C,chrX,126853,128952
SSZ1,YHR064C,chrVIII,225525,227141
STB1,YNL309W,chrXIV,52662,53924
STB2,YMR053C,chrXIII,380346,382898
STB3,YDR169C,chrIV,792348,793889
STB4,YMR019W,chrXIII,312156,315005
STB5,YHR178W,chrVIII,459299,461530
STB6,YKL072W,chrXI,299582,301882
STD1,YOR047C,chrXV,416347,417681
STE11,YLR362W,chrXII,849866,852019
STE12,YHR084W,chrVIII,274174,276240
STE13,YOR219C,chrXV,752214,755009
STE14,YDR410C,chrIV,1292372,1293091
STE18,YJR086W,chrX,586068,586400
STE2,YFL026W,chrVI,82580,83875
STE20,YHL007C,chrVIII,95118,97937
STE23,YLR389C,chrXII,899577,902660
STE24,YJR117W,chrX,642007,643368
STE3,YKL178C,chrXI,113215,114627
STE4,YOR212W,chrXV,742910,744181
STE5,YDR103W,chrIV,658350,661103
STE50,YCL032W,chrIII,63441,64481
STE6,YKL209C,chrXI,42423,46295
STE7,YDL159W,chrIV,172481,174028
STF1,YDL130W-A,chrIV,229171,229431
STF2,YGR008C,chrVII,508110,508364
STH1,YIL126W,chrIX,117992,122071
STI1,YOR027W,chrXV,381053,382822
STL1,YDR536W,chrIV,1508005,1509714
STM1,YLR150W,chrXII,440467,441288
STN1,YDR082W,chrIV,610441,611925
STO1,YMR125W,chrXIII,517539,520446
STP1,YDR463W,chrIV,1386816,1388375
STP2,YHR006W,chrVIII,117814,119439
STP22,YCL008C,chrIII,105696,106853
STP3,YLR375W,chrXII,871697,872728
STP4,YDL048C,chrIV,366739,368211
STR2,YJR130C,chrX,665218,667137
STR3,YGL184C,chrVII,154615,156012
STS1,YIR011C,chrIX,377287,378246
STT3,YGL022W,chrVII,452404,454560
STT4,YLR305C,chrXII,738161,743863
STU1,YBL034C,chrII,153848,158389
STU2,YLR045C,chrXII,235037,237703
STV1,YMR054W,chrXIII,383303,385975
SUA5,YGL169W,chrVII,186059,187339
SUA7,YPR086W,chrXVI,710101,711138
SUB1,YMR039C,chrXIII,348644,349522
SUB2,YDL084W,chrIV,305237,306577
SUC2,YIL162W,chrIX,37385,38983
SUE1,YPR151C,chrXVI,831055,831675
SUF1,YNCO0001C,chrXV,110962,111033
SUF10,YNCN0016C,chrXIV,631846,631917
SUF11,YNCO0017W,chrXV,464450,464551
SUF16,YNCC0007C,chrIII,142701,142771
SUF17,YNCO0009W,chrXV,282164,282234
SUF2,YNCC0004C,chrIII,123577,123648
SUF20,YNCF0006W,chrVI,162228,162298
SUF23,YNCJ0024W,chrX,531828,531898
SUF3,YNCD0027C,chrIV,1257008,1257079
SUF4,YNCG0035W,chrVII,779616,779687
SUF5,YNCO0020C,chrXV,594354,594425
SUF6,YNCN0002C,chrXIV,96241,96312
SUF7,YNCM0008C,chrXIII,196068,196170
SUF8,YNCH0013C,chrVIII,388893,388995
SUF9,YNCF0002W,chrVI,101376,101478
SUI1,YNL244C,chrXIV,187170,187496
SUI2,YJR007W,chrX,451020,451934
SUI3,YPL237W,chrXVI,100496,101353
SUL1,YBR294W,chrII,789235,791814
SUL2,YLR092W,chrXII,323544,326225
SUM1,YDR310C,chrIV,1081128,1084316
SUN4,YNL066W,chrXIV,501515,502777
SUP11,YNCF0007W,chrVI,167437,167525
SUP16,YNCP0012W,chrXVI,689565,689646
SUP17,YNCI0006W,chrIX,248850,248931
SUP19,YNCE0015C,chrV,288443,288524
SUP2,YNCD0018W,chrIV,946312,946400
SUP3,YNCO0010W,chrXV,288192,288280
SUP35,YDR172W,chrIV,808324,810381
SUP4,YNCJ0027C,chrX,542956,543044
SUP45,YBR143C,chrII,530869,532182
SUP5,YNCM0006W,chrXIII,168795,168883
SUP51,YNCJ0021C,chrX,424432,424515
SUP53,YNCC0002W,chrIII,90859,90972
SUP54,YNCG0019W,chrVII,423092,423205
SUP56,YNCA0005W,chrI,181141,181254
SUP6,YNCF0012C,chrVI,210619,210707
SUP61,YNCC0013W,chrIII,227942,228042
SUP7,YNCJ0010W,chrX,354244,354332
SUP8,YNCM0037W,chrXIII,837928,838016
SUR1,YPL057C,chrXVI,451909,453057
SUR2,YDR297W,chrIV,1056551,1057600
SUR7,YML052W,chrXIII,170402,171310
SUS1,YBR111W-A,chrII,462139,462579
SUT035,YNCC0015W,chrIII,205766,205942
SUT053,YNCD0033W,chrIV,506334,507774
SUT1,YGL162W,chrVII,198138,199037
SUT125,YNCG0048W,chrVII,650855,651159
SUT126,YNCG0049W,chrVII,660087,661399
SUT169,YNCH0011W,chrVIII,378254,379237
SUT2,YPR009W,chrXVI,576552,577358
SUT390,YNCP0025W,chrXVI,52977,53465
SUT418,YNCP0026W,chrXVI,588998,589830
SUT468,YNCD0034C,chrIV,506546,507450
SUT532,YNCG0047C,chrVII,17213,17709
SUV3,YPL029W,chrXVI,495506,497719
SVF1,YDR346C,chrIV,1167214,1168659
SVL3,YPL032C,chrXVI,488887,491364
SVP26,YHR181W,chrVIII,467228,467914
SVS1,YPL163C,chrXVI,241918,242700
SWA2,YDR320C,chrIV,1106095,1108101
SWC3,YAL011W,chrI,132199,134076
SWC4,YGR002C,chrVII,498476,499906
SWC5,YBR231C,chrII,682179,683090
SWC7,YLR385C,chrXII,892992,893390
SWD1,YAR003W,chrI,155005,156285
SWD2,YKL018W,chrXI,404102,405091
SWD3,YBR175W,chrII,582408,583355
SWE1,YJL187C,chrX,76803,79262
SWF1,YDR126W,chrIV,703234,704244
SWH1,YAR042W,chrI,192619,196185
SWI1,YPL016W,chrXVI,521014,524958
SWI3,YJL176C,chrX,92053,94530
SWI4,YER111C,chrV,382595,385876
SWI5,YDR146C,chrIV,748613,750742
SWI6,YLR182W,chrXII,517940,520351
SWM1,YDR260C,chrIV,976717,977229
SWM2,YNR004W,chrXIV,635943,636383
SWP1,YMR149W,chrXIII,560996,561856
SWP82,YFL049W,chrVI,36803,38674
SWR1,YDR334W,chrIV,1135932,1140476
SWS2,YNL081C,chrXIV,476188,476619
SWT1,YOR166C,chrXV,647126,648502
SWT21,YNL187W,chrXIV,287994,289067
SXM1,YDR395W,chrIV,1263324,1266158
SYC1,YOR179C,chrXV,671845,672411
SYF1,YDR416W,chrIV,1298432,1301011
SYF2,YGR129W,chrVII,750400,751047
SYG1,YIL047C,chrIX,265115,267823
SYH1,YPL105C,chrXVI,352863,355412
SYM1,YLR251W,chrXII,641464,642057
SYN8,YAL014C,chrI,128252,129019
SYO1,YDL063C,chrIV,338272,340134
SYP1,YCR030C,chrIII,173826,176438
SYS1,YJL004C,chrX,431589,432200
SYT1,YPR095C,chrXVI,721037,724717
TAD1,YGL243W,chrVII,43307,44509
TAD2,YJL035C,chrX,380249,381001
TAD3,YLR316C,chrXII,765266,766358
TAE1,YBR261C,chrII,734832,735530
TAF1,YGR274C,chrVII,1039895,1043095
TAF10,YDR167W,chrIV,789449,790069
TAF11,YML015C,chrXIII,241989,243029
TAF12,YDR145W,chrIV,746738,748357
TAF13,YML098W,chrXIII,77267,77770
TAF14,YPL129W,chrXVI,305298,306137
TAF2,YCR042C,chrIII,201174,205397
TAF3,YPL011C,chrXVI,533642,534703
TAF4,YMR005W,chrXIII,276045,277211
TAF5,YBR198C,chrII,616127,618523
TAF6,YGL112C,chrVII,298178,299728
TAF7,YMR227C,chrXIII,722613,724385
TAF8,YML114C,chrXIII,42043,43575
TAF9,YMR236W,chrXIII,742971,743444
TAG1,YLR173W,chrXII,502421,504247
TAH1,YCR060W,chrIII,224399,224734
TAH11,YJR046W,chrX,522048,523862
TAH18,YPR048W,chrXVI,659182,661053
TAL1,YLR354C,chrXII,836350,837357
TAM41,YGR046W,chrVII,584895,586052
TAN1,YGL232W,chrVII,62075,63002
TAO3,YIL129C,chrIX,106107,113237
TAP42,YMR028W,chrXIII,327482,328582
TAR1,YLR154W-C,chrXII,454696,455070
TAT1,YBR069C,chrII,376574,378433
TAT2,YOL020W,chrXV,286172,287950
TAX4,YJL083W,chrX,278841,280655
TAZ1,YPR140W,chrXVI,814391,815536
TBF1,YPL128C,chrXVI,306533,308221
TBRT,YNCB0014W,chrII,376610,378633
TBS1,YBR150C,chrII,541209,544493
TCA17,YEL048C,chrV,64709,65167
TCB1,YOR086C,chrXV,483219,486779
TCB2,YNL087W,chrXIV,462411,465947
TCB3,YML072C,chrXIII,124730,129367
TCD1,YHR003C,chrVIII,110028,111317
TCD2,YKL027W,chrXI,387562,388905
TCM62,YBR044C,chrII,324341,326059
TCO89,YPL180W,chrXVI,205248,207647
TCP1,YDR212W,chrIV,887232,888911
TDA1,YMR291W,chrXIII,852630,854390
TDA10,YGR205W,chrVII,909213,910085
TDA11,YHR159W,chrVIII,417549,419063
TDA2,YER071C,chrV,301947,302327
TDA3,YHR009C,chrVIII,124109,125680
TDA4,YJR116W,chrX,640825,641664
TDA5,YLR426W,chrXII,987062,988113
TDA6,YPR157W,chrXVI,841266,842669
TDA7,YNL176C,chrXIV,305070,306980
TDA8,YAL064C-A,chrI,13363,13743
TDA9,YML081W,chrXIII,104777,108532
TDH1,YJL052W,chrX,338271,339269
TDH2,YJR009C,chrX,453683,454681
TDH3,YGR192C,chrVII,882812,883810
TDP1,YBR223C,chrII,668663,670297
TEA1,YOR337W,chrXV,954344,956623
TEC1,YBR083W,chrII,409169,410629
TED1,YIL039W,chrIX,278426,279847
TEF1,YPR080W,chrXVI,700594,701970
TEF2,YBR118W,chrII,477671,479047
TEF4,YKL081W,chrXI,282891,284455
TEL1,YBL088C,chrII,51019,59382
TEL2,YGR099W,chrVII,687899,689965
TEM1,YML064C,chrXIII,145139,145876
TEN1,YLR010C,chrXII,167320,167802
TEP1,YNL128W,chrXIV,382359,383663
TES1,YJR019C,chrX,467232,468281
TEX1,YNL253W,chrXIV,170018,171286
TFA1,YKL028W,chrXI,385758,387206
TFA2,YKR062W,chrXI,559666,560652
TFB1,YDR311W,chrIV,1085065,1086993
TFB2,YPL122C,chrXVI,319226,320767
TFB3,YDR460W,chrIV,1383811,1384776
TFB4,YPR056W,chrXVI,671126,672142
TFB5,YDR079C-A,chrIV,603593,603811
TFB6,YOR352W,chrXV,997213,998244
TFC1,YBR123C,chrII,484742,486691
TFC3,YAL001C,chrI,147594,151166
TFC4,YGR047C,chrVII,586392,589469
TFC6,YDR362C,chrIV,1196679,1198697
TFC7,YOR110W,chrXV,528941,530248
TFC8,YPL007C,chrXVI,542082,543848
TFG1,YGR186W,chrVII,867774,869981
TFG2,YGR005C,chrVII,504657,505859
TFS1,YLR178C,chrXII,513162,513821
TGA1,YNCA0004W,chrI,166267,166339
TGL1,YKL140W,chrXI,180779,182425
TGL2,YDR058C,chrIV,567723,568703
TGL3,YMR313C,chrXIII,899379,901307
TGL4,YKR089C,chrXI,605633,608365
TGL5,YOR081C,chrXV,476939,479188
TGS1,YPL157W,chrXVI,254814,255761
THG1,YGR024C,chrVII,531883,532596
THI11,YJR156C,chrX,728574,729596
THI12,YNL332W,chrXIV,14832,15854
THI13,YDL244W,chrIV,16204,17226
THI2,YBR240C,chrII,700490,701842
THI20,YOL055C,chrXV,224420,226075
THI21,YPL258C,chrXVI,53498,55153
THI22,YPR121W,chrXVI,778583,780301
