REGION,GENE,SGDID,CHROM,START,STOP,STRAND,PROTEIN_LENGTH,GENE_NAME,DESCRIPTION,SUMMARY,UniprotID,UniparcID
YHR191C,CTF8,S000001234,chrVIII,486230,486631,-1,133,Chromosome Transmission Fidelity,Subunit of a complex with Ctf18p,Subunit of a heptameric complex related to replication factor C (Ctf18 RFC-like complex) that loads the DNA polymerase processivity factor proliferating cell nuclear antigen (PCNA) onto DNA to initiate DNA replication; required for mitotic sister chromatid cohesion; localized to the nucleus,P38877,UPI0000053103
YHR109W,CTM1,S000001151,chrVIII,330310,332067,1,585,CyTochrome c Methyltransferase,Cytochrome c lysine methyltransferase,Methyltransferase that transfers three methyl groups successively from S-adenosyl-L-methionine to a lysin residue in cytochrome c (Cyc1p); localized to the cytoplasm,P38818,UPI000013B2C0
YHR175W,CTR2,S000001218,chrVIII,452872,453441,1,189,Copper TRansport,Low-affinity copper transporter of the vacuolar membrane,"Transmembrane transporter of copper ions, involved in intracellular copper homeostasis; localized to vacuolar membrane",P38865,UPI000012865D
YHR053C,CUP1-1,S000001095,chrVIII,212535,212720,-1,61,"Cu, copper, CUPrum",Metallothionein,Copper- and cadmium-binding protein with antioxidant and superoxide dismutase activity; involved in detoxification of metal ions and removal of superoxide radicals; localizes to the cytosol,P0CX80,UPI000004F922
YHR055C,CUP1-2,S000001097,chrVIII,214533,214718,-1,61,"Cu, copper, CUPrum",Metallothionein,Copper- and cadmium-binding protein with antioxidant and superoxide dismutase activity; involved in detoxification of metal ions and removal of superoxide radicals; localizes to the cytosol,P0CX81,UPI000004F922
YHR028C,DAP2,S000001070,chrVIII,164978,167434,-1,818,Dipeptidyl AminoPeptidase,Dipeptidyl aminopeptidase,Dipeptidyl peptidase in the vacuolar membrane,P18962,UPI0000031A5F
YHR169W,DBP8,S000001212,chrVIII,442181,443476,1,431,Dead Box Protein,"ATPase, putative RNA helicase of the DEAD-box family","ATP-dependent RNA helicase required for assembly of small ribosomal subunit, involved in endonucleolytic cleavage in the ITS1 that separates small subunit rRNA from tricistronic rRNA transcript; localizes in 90S preribosome in nucleolus",P38719,UPI0000053018
YHR144C,DCD1,S000001187,chrVIII,387788,388726,-1,312,dCMP Deaminase,Deoxycytidine monophosphate (dCMP) deaminase,"Deoxycytidine monophosphate (dCMP) deaminase, involved in biosynthesis of deoxyuridine monophosphate (dUMP) and deoxythymidine monophosphate (dTMP); localizes in the cytoplasm",P06773,UPI0000129030
YHR045W,DDE1,S000001087,chrVIII,195551,197233,1,560,Dap1-related DNA damage response and Ergosterol biosynthesis protein,Protein involved in DNA damage response and ergosterol biosynthesis,Protein whose biological role is unknown; localizes to the endoplasmic reticulum in a large-scale study,P38775,UPI000013B2A2
YHR019C,DED81,S000001061,chrVIII,141894,143558,-1,554,Defines Essential Domain,Cytosolic asparaginyl-tRNA synthetase,Asparagine-tRNA ligase that couples the amino acid asparagine to asparaginyl-tRNA,P38707,UPI00001365D6
YHL044W,DFP4,S000001036,chrVIII,13565,14272,1,235,DUP240 Family Protein,Putative integral membrane protein,Protein whose biological role is unknown; localizes to the plasma membrane,P38727,UPI000013B208
YHR011W,DIA4,S000001053,chrVIII,127780,129120,1,446,Digs Into Agar,Probable mitochondrial seryl-tRNA synthetase,Mitochondrial seryl-tRNA synthetase that performs seryl-tRNA aminoacylation in the mitochondria by coupling serine to seryl-tRNA,P38705,UPI00000531FD
YHR115C,DMA1,S000001157,chrVIII,340109,341359,-1,416,Defective in Mitotic Arrest,Ubiquitin-protein ligase (E3),"Ubiquitin protein ligase involved in septin ring assembly and organization, and the mitotic spindle orientation checkpoint",P38823,UPI000013B2C7
YHR164C,DNA2,S000001207,chrVIII,424610,429178,-1,1522,DNA synthesis defective,ATP-dependent 5'-flap endonuclease and DNA helicase,"5'-flap endonuclease and ATP-dependent DNA helicase involved in lagging strand (Okazaki fragment) DNA elongation, DNA double-strand break processing, and telomere maintenance",P38859,UPI000005304D
YHR044C,DOG1,S000001086,chrVIII,194068,194808,-1,246,DeOxyGlucose,2-deoxyglucose-6-phosphate phosphatase,2-deoxyglucose-6-phosphate phosphatase involved in glucose metabolism,P38774,UPI000003042C
YHR043C,DOG2,S000001085,chrVIII,192805,193545,-1,246,DeOxyGlucose,2-deoxyglucose-6-phosphate phosphatase,2-deoxyglucose-6-phosphate phosphatase involved in glucose metabolism; localizes to both nucleus and cytoplasm,P38773,UPI00001296A8
YHR143W,DSE2,S000001186,chrVIII,385510,386487,1,325,Daughter Specific Expression,Daughter cell-specific secreted protein with similarity to glucanases,Glucosidase involved in cell separation and pseudohyphal growth; localized to the cell wall and extracellular region,P38844,UPI000013B2DA
YHL016C,DUR3,S000001008,chrVIII,72037,74244,-1,735,Degradation of URea,Plasma membrane transporter for both urea and polyamines,Urea and polyamine transmembrane transporter; involved in utilization of urea as nitrogen source; localizes in plasma membrane,P33413,UPI000012995C
YHR068W,DYS1,S000001110,chrVIII,232133,233296,1,387,DeoxyhYpusine Synthase,Deoxyhypusine synthase,Deoxyhypusine synthase involved in modification of peptidyl-lysine to peptidyl-hypusine; localizes to cytoplasm in high-throughput studies,P38791,UPI00001293C3
YHR021W-A,ECM12,S000003531,chrVIII,149225,149680,1,151,ExtraCellular Mutant,Putative protein of unknown function,Protein whose biological role and cellular location are unknown,O13529,UPI000006AE69
YHR132C,ECM14,S000001174,chrVIII,368502,369794,-1,430,ExtraCellular Mutant,Conserved fungal protein with similarity to zinc carboxypeptidases,Conserved carboxypeptidase-like protein; localizes to vacuole,P38836,UPI000013B2D4
YHL030W,ECM29,S000001022,chrVIII,40084,45690,1,1868,ExtraCellular Mutant,Scaffold protein,Proteasome subunit and ATPase inhibitor that localizes to both cytoplasm and nucleus,P38737,UPI0000052F28
YHL043W,ECM34,S000001035,chrVIII,14901,15413,1,170,ExtraCellular Mutant,Protein of unknown function,Protein whose biological role is unknown; localizes to the cytosol,P38728,UPI000013B207
YHL039W,EFM1,S000001031,chrVIII,21783,23540,1,585,Elongation Factor Methyltransferase,Lysine methyltransferase,S-adenosylmethionine-dependent lysine methyltransferase; catalyzes the monomethylation of translational elongation factor EF-1 alpha (Tef1p/Tef2p); localizes to the cytoplasm,P38732,UPI000013B1EA
YHR193C,EGD2,S000001236,chrVIII,487712,488236,-1,174,Enhancer of Gal4 DNA binding,Alpha subunit of the nascent polypeptide-associated complex (NAC),"Phosphatidylinositol-3,5-bisphosphate binding protein involved in posttranslational protein targeting to ER membrane; subunit of the nascent polypeptide-associated complex ",P38879,UPI0000129DEF
YHR174W,ENO2,S000001217,chrVIII,451327,452640,1,437,ENOlase,"Enolase II, a phosphopyruvate hydratase",Phosphopyruvate hydratase; catalyzes the hydrolysis of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis; localized to mitochondria and vacuoles,P00925,UPI0000052DE6
YHR123W,EPT1,S000001165,chrVIII,354815,356081,1,391,EthanolaminePhosphoTransferase,"sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferase",Diacylglycerol cholinephosphotransferase and ethanolaminephosphotransferase involved in phosphatidylcholine and phosphatidylethanolamine biosynthesis; localizes to ER and Golgi apparatus,P22140,UPI000012A0BD
YHR032W,ERC1,S000001074,chrVIII,173344,175089,1,581,Ethionine Resistance Conferring,Member of the multi-drug and toxin extrusion (MATE) family,Protein involved in S-adenosylmethionine biosynthesis,P38767,UPI000013B289
YHR007C,ERG11,S000001049,chrVIII,120091,121683,-1,530,ERGosterol biosynthesis,Lanosterol 14-alpha-demethylase,Lanosterol 14-alpha-demethylase; catalyzes the demethylation of lanosterol during the biosynthesis of ergosterol; localizes to the endoplasmic reticulum,P10614,UPI00001281F4
YHR072W,ERG7,S000001114,chrVIII,239098,241293,1,731,ERGosterol biosynthesis,Lanosterol synthase,Lanosterol synthase involved in ergosterol biosynthesis; localizes to lipid bodies,P38604,UPI0000168A14
YHR190W,ERG9,S000001233,chrVIII,484845,486179,1,444,ERGosterol biosynthesis,Farnesyl-diphosphate farnesyl transferase (squalene synthase),"Farnesyl-diphosphate farnesyltransferase and squalene synthase involved in ergosterol biosynthetic process; localizes to ER, mitochondria and mitochondrial outer membrane",P29704,UPI000012A5DA
YHR110W,ERP5,S000001152,chrVIII,332282,332920,1,212,Emp24p/Erv25p Related Protein,Protein with similarity to Emp24p and Erv25p,Transmembrane protein involved in vesicle-mediated transport; localizes to ER,P38819,UPI000012A17A
YHL010C,ETP1,S000001002,chrVIII,81964,83721,-1,585,Ethanol Tolerance Protein,Protein of unknown function required for growth on ethanol,Protein that binds ubiquitin and nuclear localization signals; involved in ethanol response,P38748,UPI000013B1AD
YHR211W,FLO5,S000001254,chrVIII,525392,528619,1,1075,FLOcculation,Lectin-like cell wall protein (flocculin) involved in flocculation,Mannose-binding protein involved in flocculation and substrate adhesion; localizes to cell wall and cell periphery,P38894,UPI000012AA14
YHR176W,FMO1,S000001219,chrVIII,454229,455527,1,432,Flavin containing MonoOxygenase,Flavin-containing monooxygenase,"N,N-dimethylaniline monooxygenase; localizes to ER membrane and cytosol",P38866,UPI00001BE28C
YHR049W,FSH1,S000001091,chrVIII,206462,207193,1,243,Family of Serine Hydrolases,Lysophospholipase,Lysophospholipase involved in apoptotic process; localizes to cytoplasm and nucleus,P38777,UPI000013B2A5
YHR128W,FUR1,S000001170,chrVIII,362115,362765,1,216,5-FluoroURidine resistant,Uracil phosphoribosyltransferase,Uracil phosphoribosyltransferase involved in salvaging pyrimidine-containing compounds,P18562,UPI00001D4789
YHR059W,FYV4,S000001101,chrVIII,220108,220500,1,130,Function required for Yeast Viability,Protein of unknown function,"Component of the small subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion",P38783,UPI0000053089
YHR089C,GAR1,S000001131,chrVIII,282681,283298,-1,205,Glycine Arginine Rich,Protein component of the H/ACA snoRNP pseudouridylase complex,Box H/ACA snoRNA binding involved in snRNA pseudouridine synthesis; subunit of box H/ACA snoRNP complex; localizes to nucleolus,P28007,UPI000005310E
YHR100C,GEP4,S000001142,chrVIII,314116,314673,-1,185,GEnetic interactors of Prohibitins,Mitochondrial phosphatidylglycerophosphatase (PGP phosphatase),Phosphatidylglycerophosphatase involved in cardiolipin biosynthesis and phosphorylated carbohydrate dephosphorylation; localizes to mitochondrial matrix,P38812,UPI000013B2BC
YHR108W,GGA2,S000001150,chrVIII,328303,330060,1,585,"Golgi-localized, Gamma-adaptin ear homology, Arf-binding protein",Protein that regulates Arf1p and Arf2p to facilitate Golgi trafficking,Trans-Golgi network protein that binds phosphatidylinositol-4-phosphate and ubiquitin; involved in protein targeting to vacuole during ubiquitin-dependent protein degradation via the MVB pathway; contributes to Golgi to endosome and Golgi to vacuole transport,P38817,UPI000005325C
YHR061C,GIC1,S000001103,chrVIII,221534,222478,-1,314,GTPase Interactive Component,Rho-family GTPase interacting protein and Cdc42p effector,"GTP-bound Cdc42p-binding protein and signal transduction effector; involved in septin ring organization and cell polarity establishment; regulates mitotic exit; localizes to incipient bud site, shmoo tip, bud tip, bud neck and mating projection tip",P38785,UPI000012B42D
YHR183W,GND1,S000001226,chrVIII,470960,472429,1,489,6-phosphoGlucoNateDehydrogenase,6-phosphogluconate dehydrogenase (decarboxylating),Phosphogluconate dehydrogenase (decarboxylating); involved in the oxidative branch of the pentose phosphate pathway; localizes to the cytoplasm and mitochondrion in high-throughput studies,P38720,UPI0000124F5D
YHL031C,GOS1,S000001023,chrVIII,38815,39486,-1,223,GOlgi Snare,v-SNARE protein involved in Golgi transport,SNAP receptor subunit of SNARE complex; involved in Golgi vesicle transport and vesicle fusion; localizes to Golgi medial cisterna,P38736,UPI000013B1E8
YHR005C,GPA1,S000001047,chrVIII,113499,114917,-1,472,G Protein Alpha subunit,Subunit of G protein involved in pheromone response,"Heterotrimeric G-protein complex GTPase involved in pheromone signaling and desensitization during mating; plays a role in mating-related nuclear migration and karyogamy; also involved in inositol lipid-mediated signaling, regulation of MAPK export from the nucleus, and the heterotrimeric G-protein complex cycle; localizes to the plasma membrane and endosome",P08539,UPI000016833F
YHR188C,GPI16,S000001231,chrVIII,482005,483837,-1,610,GlycosylPhosphatidylInositol anchor biosynthesis,Subunit of the glycosylphosphatidylinositol transamidase complex,Protein involved in the attachment of glycosylphosphatidylinositol (GPI) anchors to proteins; subunit of the GPI-anchor transamidase complex; integral component of the endoplasmic reticulum membrane,P38875,UPI000016834C
YHR104W,GRE3,S000001146,chrVIII,323409,324392,1,327,Genes de Respuesta a Estres (stress responsive genes),Aldose reductase,"Aldose reductase involved in the catabolism of galactose, arabinose, and D-xylose; involved in the cellular response to oxidative stress; localizes to the nucleus and cytoplasm in high-throughput studies",P38715,UPI000012BA94
YHL032C,GUT1,S000001024,chrVIII,36379,38508,-1,709,Glycerol UTilization,Glycerol kinase,Glycerol kinase involved in glycerol metabolism; localized to the mitochondrion,P32190,UPI00000530CB
YHL002W,HSE1,S000000994,chrVIII,102612,103970,1,452,"Has Symptoms of class E mutants; resembles Hbp, Stam and East",Subunit of the endosomal Vps27p-Hse1p complex,"Ubiquitin-binding subunit of ESCRT-0 complex; involved in ATP export, vacuolar protein targeting, lysosomal microautophagy, and late endosome-to-vacuole transport; localizes to endosome and vacuolar membrane",P38753,UPI000013B19D
YHR067W,HTD2,S000001109,chrVIII,230970,231812,1,280,Hydroxyacyl-Thioester Dehydratase,Mitochondrial 3-hydroxyacyl-thioester dehydratase,Mitochondrial 3-hydroxyacyl-[acyl-carrier-protein] dehydratase with presumed role in fatty acid metabolism,P38790,UPI000013B2AC
YHR094C,HXT1,S000001136,chrVIII,290913,292625,-1,570,HeXose Transporter,Low-affinity glucose transporter of the major facilitator superfamily,Hexose and pentose transmembrane transporter of the plasma membrane,P32465,UPI000004F924
YHR092C,HXT4,S000001134,chrVIII,287081,288811,-1,576,HeXose Transporter,High-affinity glucose transporter,Glucose transmembrane transporter involved in hexose transmembrane transport; localizes to plasma membrane and cell periphery,P32467,UPI000012CFB9
YHR096C,HXT5,S000001138,chrVIII,294669,296447,-1,592,HeXose Transporter,Hexose transporter with moderate affinity for glucose,"Hexose transporter with affiinity for glucose, fructose, and mannose",P38695,UPI000012CFBA
YHR132W-A,IGO2,S000007496,chrVIII,370054,370449,1,131,Initiation of G zerO,Protein required for initiation of G0 program,Positive regulator of the G1 to G0 transition; inhibits nuclear-transcribed mRNA decay,Q9P305,UPI00000698A5
YHR187W,IKI1,S000001230,chrVIII,480990,481919,1,309,Insensitive to KIller toxin,Subunit of hexameric RecA-like ATPase Elp456 Elongator subcomplex,Subunit of the elongator holoenzyme complex with ATP hydrolysis activity; binds and modifies tRNA,P38874,UPI000005324B
YHR216W,IMD2,S000001259,chrVIII,554396,555967,1,523,IMP Dehydrogenase,Inosine monophosphate dehydrogenase,Inosine monophosphate dehydrogenase; involved in GTP biosynthesis,P38697,UPI00000534E8
YHR148W,IMP3,S000001191,chrVIII,393534,394085,1,183,Interacting with Mpp10p,Component of the SSU processome,snoRNA-binding subunit of the MPP10 complex and the small subunit (SSU) processome; involved in rRNA processing and ribosomal small subunit biogenesis,P32899,UPI000005300D
YHR046C,INM1,S000001088,chrVIII,197398,198285,-1,295,INositol Monophosphatase,Inositol monophosphatase,Inositol 1-phosphatase involved in myo-inositol biosynthesis; localizes to both nucleus and cytoplasm,P38710,UPI000013B2A3
YHR085W,IPI1,S000001127,chrVIII,276764,277768,1,334,Involved in Processing ITS2,Component of the Rix1 complex and possibly pre-replicative complexes,Subunit of the RIX1 complex; involved in ribosomal large subunit (LSU) maturation and assembly; also plays a role in DNA replication initiation,P38803,UPI0000053233
