REGION,GENE,SGDID,CHROM,START,STOP,STRAND,PROTEIN_LENGTH,GENE_NAME,DESCRIPTION,SUMMARY
YJL119C,YJL119C,S000003655,chrX,191572,191895,-1,107,,Dubious open reading frame,
YJL120W,YJL120W,S000003656,chrX,191022,191345,1,107,,Dubious open reading frame,
YJL127W-A,YJL127W-A,S000007612,chrX,180194,180310,1,38,,Dubious open reading frame,
YJL132W,YJL132W,S000003668,chrX,161914,164166,1,750,,Putative protein of unknown function,Protein whose biological role is unknown; localizes to the membrane
YJL135W,YJL135W,S000003671,chrX,157877,158194,1,105,,Dubious open reading frame,
YJL136W-A,YJL136W-A,S000028806,chrX,156169,156252,1,27,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown
YJL150W,YJL150W,S000003686,chrX,137123,137425,1,100,,Dubious open reading frame,
YJL152W,YJL152W,S000003688,chrX,136174,136533,1,119,,Dubious open reading frame,
YJL156W-A,YJL156W-A,S000007613,chrX,126604,126825,1,73,,Dubious open reading frame,
YJL163C,YJL163C,S000003699,chrX,111666,113333,-1,555,,Putative protein of unknown function,Predicted integral membrane protein whose biological role is unknown
YJL169W,YJL169W,S000003705,chrX,102099,102467,1,122,,Dubious open reading frame,
YJL175W,YJL175W,S000003711,chrX,94049,94561,1,170,,Dubious open reading frame unlikely to encode a functional protein,
YJL182C,YJL182C,S000003718,chrX,85435,85752,-1,105,,Dubious open reading frame,
YJL193W,YJL193W,S000003729,chrX,71366,72574,1,402,,Putative protein of unknown function,Predicted integral membrane protein whose biological role is unknown
YJL195C,YJL195C,S000003731,chrX,69241,69942,-1,233,,Dubious open reading frame,
YJL197C-A,YJL197C-A,S000028839,chrX,65805,66086,-1,93,,Dubious open reading frame,
YJL202C,YJL202C,S000003738,chrX,53943,54290,-1,115,,Dubious open reading frame,
YJL206C,YJL206C,S000003741,chrX,47659,49935,-1,758,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown
YJL211C,YJL211C,S000003747,chrX,36757,37200,-1,147,,Dubious open reading frame,
YJL213W,YJL213W,S000003749,chrX,32163,33158,1,331,,Protein of unknown function that may interact with ribosomes,Protein whose biological role is unknown; colocalizes with the ribosome in a large-scale study
YJL215C,YJL215C,S000003751,chrX,26412,26771,-1,119,,Dubious open reading frame,
YJL218W,YJL218W,S000003754,chrX,21973,22563,1,196,,"Mitochondrial protein, putative acetyltransferase",
YJL220W,YJL220W,S000003756,chrX,18243,18695,1,150,,Dubious open reading frame,
YJL222W-A,YJL222W-A,S000028663,chrX,9452,9679,1,75,,Dubious open reading frame,
YJL222W-B,YJL222W-B,S000028664,chrX,9346,9483,1,45,,Dubious open reading frame,
YJL225C,YJL225C,S000003760,chrX,466,6130,-1,1758,,Putative Y' element ATP-dependent helicase,
YJL225W-A,YJL225W-A,S000028665,chrX,829,1311,1,160,,Dubious open reading frame,
YJR012C,YJR012C,S000003773,chrX,459795,460193,-1,132,,Protein of unknown function,Protein whose biological role and cellular location are unknown
YJR015W,YJR015W,S000003776,chrX,462721,464253,1,510,,Putative protein of unknown function,Predicted integral membrane protein whose biological role is unknown; localizes to the cytoplasm and endoplasmic reticulum in a large-scale study
YJR018W,YJR018W,S000003779,chrX,466786,467148,1,120,,Dubious open reading frame,
YJR020W,YJR020W,S000003781,chrX,468001,468333,1,110,,Dubious open reading frame,
YJR023C,YJR023C,S000003784,chrX,469804,470205,-1,133,,Putative protein of unknown function,
YJR026W,YJR026W,S000003787,chrX,472760,474082,1,440,,Retrotransposon TYA Gag gene co-transcribed with TYB Pol,
YJR027W,YJR027W,S000003788,chrX,472760,478028,1,1755,,Retrotransposon TYA Gag and TYB Pol genes,
YJR028W,YJR028W,S000003789,chrX,478344,479666,1,440,,Retrotransposon TYA Gag gene co-transcribed with TYB Pol,
YJR029W,YJR029W,S000003790,chrX,478344,483612,1,1755,,Retrotransposon TYA Gag and TYB Pol genes,
YJR037W,YJR037W,S000003798,chrX,503102,503485,1,127,,Dubious open reading frame,
YJR038C,YJR038C,S000003799,chrX,503710,504072,-1,120,,Dubious open reading frame,
YJR056C,YJR056C,S000003817,chrX,541792,542502,-1,236,,Protein of unknown function,Protein whose biological role is unknown; localizes to the nucleus and cytoplasm in large-scale studies
YJR071W,YJR071W,S000003832,chrX,570405,570773,1,122,,Dubious open reading frame,
YJR079W,YJR079W,S000003840,chrX,580205,581239,1,109,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown
YJR084W,YJR084W,S000003844,chrX,583733,585004,1,423,,Protein that forms a complex with Thp3p,
YJR087W,YJR087W,S000003847,chrX,586400,586750,1,116,,Dubious open reading frame,
YJR096W,YJR096W,S000003857,chrX,611195,612043,1,282,,Xylose and arabinose reductase,
YJR098C,YJR098C,S000003859,chrX,613186,615156,-1,656,,Putative protein of unknown function,Protein whose biological role is unknown; localizes to the cytoplasm and mitochondria in large-scale studies
YJR107C-A,YJR107C-A,S000303810,chrX,628457,628693,-1,78,,Protein of unknown function,
YJR112W-A,YJR112W-A,S000028513,chrX,637790,638168,1,109,,Putative protein of unknown function,Protein whose biological role is unknown; localizes to the endoplasmic reticulum
YJR114W,YJR114W,S000003875,chrX,638659,639051,1,130,,Dubious open reading frame,
YJR115W,YJR115W,S000003876,chrX,639942,640451,1,169,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown
YJR124C,YJR124C,S000003885,chrX,652892,654238,-1,448,,Putative protein of unknown function,Predicted integral membrane protein whose biological role is unknown; localizes to the vacuolar membrane in a large-scale study
YJR128W,YJR128W,S000003889,chrX,662921,663280,1,119,,Putative protein of unknown function,
YJR140W-A,YJR140W-A,S000028666,chrX,690961,691110,1,49,,Dubious open reading frame,
YJR142W,YJR142W,S000003903,chrX,697141,698169,1,342,,8-oxo-dGTP diphosphatase of the Nudix hydrolase family,
YJR146W,YJR146W,S000003907,chrX,703885,704238,1,117,,Protein of unknown function,Protein whose biological role and cellular location are unknown
YJR149W,YJR149W,S000003910,chrX,707160,708374,1,404,,Putative protein of unknown function,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YJR151W-A,YJR151W-A,S000028557,chrX,717580,717630,1,16,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown
YJR154W,YJR154W,S000003915,chrX,725784,726824,1,346,,Putative protein of unknown function,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YJR157W,YJR157W,S000003918,chrX,730515,730877,1,120,,Dubious open reading frame,
YJR162C,YJR162C,S000003923,chrX,744911,745261,-1,116,,Dubious open reading frame,
YKL075C,AAN1,S000001558,chrXI,292956,294308,-1,450,"Actin, Aging and Nutrient modulator",Protein of unknown function,Cytoplasmic protein involved in response to DNA-damaging agents
YKL106W,AAT1,S000001589,chrXI,237536,238891,1,451,Aspartate AminoTransferase,Mitochondrial aspartate aminotransferase,L-aspartate:2-oxoglutarate aminotransferase that binds pyridoxal phosphate; involved in amino acid metabolism; localizes to mitochondria
YKL112W,ABF1,S000001595,chrXI,226570,228765,1,731,ARS-Binding Factor,DNA binding protein with possible chromatin-reorganizing activity,Sequence specific DNA-binding RNA polymerase II transcription factor; involved in chromatin silencing and remodeling; binds replication origins and is involved in DNA replication; subunit of nucleotide-excision repair factor 4 complex
YKL192C,ACP1,S000001675,chrXI,80160,80537,-1,125,Acyl Carrier Protein,Mitochondrial matrix acyl carrier protein,Subunit of mitochondrial iron-sulfur cluster assembly complex involved in lipoate biosynthesis; putative acyl carrier 
YKL206C,ADD66,S000001689,chrXI,49006,49809,-1,267,Alpha1-proteinase inhibitor-Degradation Deficient,Protein involved in 20S proteasome assembly,Cytosolic protein involved in proteasome assembly
YKL037W,AIM26,S000001520,chrXI,369365,369721,1,118,Altered Inheritance rate of Mitochondria,Protein of unknown function,Mitochondrial protein involved in mitophagy and macroautophagy
YKR074W,AIM29,S000001782,chrXI,579209,579676,1,155,Altered Inheritance rate of Mitochondria,Zpr1p co-chaperone,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YKR021W,ALY1,S000001729,chrXI,479234,481981,1,915,Arrestin-Like Yeast protein,"Alpha arrestin, substrate of calcineurin",Ubiquitin protein ligase-binding protein involved in regulation of endocytosis and intracellular transport; localizes to early and late endosomes
YKL047W,ANR2,S000001530,chrXI,349463,351013,1,516,Avl Nine Related family,Protein of unknown function,Protein whose biological role is unknown; localizes to lipid particles
YKL103C,APE1,S000001586,chrXI,246138,247682,-1,514,AminoPeptidase,Vacuolar aminopeptidase yscI,A metalloaminopeptidase involved in protein localization by the Cvt pathway; localized to the cytoplasm and vacuole
YKL157W,APE2,S000001640,chrXI,154991,158232,1,952,AminoPEptidase,Aminopeptidase yscII,"Metalloaminopeptidase involved in peptide catabolism; extracellular, also localizes to region between plasma membrane and cell wall"
YKL135C,APL2,S000001618,chrXI,186460,188640,-1,726,clathrin Adaptor Protein complex Large chain,Beta-adaptin subunit of the clathrin-associated protein (AP-1) complex,Subunit of the AP-1 adaptor complex that binds clathrin and functions in vesicle  mediated transport
YKL114C,APN1,S000001597,chrXI,223352,224455,-1,367,APurinic/apyrimidinic eNdonuclease,Major apurinic/apyrimidinic endonuclease,"Multifunctional 3'-5' exodeoxyribonuclease, phosphoric diester hydrolase, and AP lyase involved in base-excision repair; localizes to nucleus and mitochondria"
YKL013C,ARC19,S000001496,chrXI,417508,418023,-1,171,ARp2/3 Complex subunit,Subunit of the ARP2/3 complex,Molecular adaptor protein involved in actin cortical patch organization; subunit of the Arp2/3 complex
YKL185W,ASH1,S000001668,chrXI,94499,96265,1,588,Asymmetric Synthesis of HO,Component of the Rpd3L histone deacetylase complex,"Sequence-specific DNA binding RNA Pol II transcription factor that up and down regulates transcription; its role as transcription repressor negatively regulates mating type switching, G1/S transition of mitotic cell cycle; its role as transcription activator positively regulates pseudohyphal growth; subunit of the Rpd3L histone deacetylase complex; also localizes to the cellular bud"
YKL052C,ASK1,S000001535,chrXI,339668,340546,-1,292,Associated with Spindles and Kinetochores,Essential subunit of the Dam1 complex (aka DASH complex),A protein that contributes to microtubule plus-end binding involved in the positive regulation of attachment of spindle microtubules to kinetochore and of microtubule polymerization; subunit of DASH complex
YKL016C,ATP7,S000001499,chrXI,407465,407989,-1,174,ATP synthase,Subunit d of the stator stalk of mitochondrial F1F0 ATP synthase,Subunit of the stator stalk of the F0 coupling factor of mitochondrial F1F0 ATP synthase; ATP synthase complex is localized to the mitochondrial inner membrane
YKL004W,AUR1,S000001487,chrXI,435580,436785,1,401,AUreobasidin A Resistance,Phosphatidylinositol:ceramide phosphoinositol transferase,Inositol phosphoceramide synthase involved in sphingolipid biosynthesis; localizes to golgi apparatus and endoplasmic reticulum
YKL146W,AVT3,S000001629,chrXI,171783,173861,1,692,Amino acid Vacuolar Transport,Vacuolar transporter,"L-glutamine, L-isoleucine, L-tyrosine (amino acid) transmembrane transporter involved in vacuolar transport; localizes to the vacuole membrane"
YKR099W,BAS1,S000001807,chrXI,635851,638286,1,811,BASal,Myb-related transcription factor,Sequence-specific DNA binding RNA polymerase II transcription activator; localizes to nucleus
YKR027W,BCH2,S000001735,chrXI,491364,493661,1,765,Bud7 and Chs6 Homolog,Member of the ChAPs (Chs5p-Arf1p-binding proteins) family,Component of the exomer complex involved in the fungal-type cell wall chitin biosynthesis; co-localizes with clathrin-coated vesicle; localizes with mitochondria
YKR068C,BET3,S000001776,chrXI,570328,570909,-1,193,Blocked Early in Transport,Core component of transport protein particle (TRAPP) complexes I-III,"Subunit of multiple TRAPP complexes (TRAPPI, TRAPPII, and TRAPPIII); contributes to Rab family guanyl-nucleotide exchange factor activity; involved in ER-Golgi, and intra-Golgi vesicle-mediated transport; localizes to the cis-Golgi network"
YKL061W,BLI1,S000001544,chrXI,325771,326112,1,113,BLoc-1 Interactor,Subunit of the BLOC-1 complex involved in endosomal maturation,Protein involved in endosome organization and regulation of protein localization; subunit of BLOC-1 complex; localizes to endosome
YKL092C,BUD2,S000001575,chrXI,266145,269459,-1,1104,BUD site selection,GTPase activating factor for Rsr1p/Bud1p,"GTPase-activating protein (GAP) for the Rsr1p GTPase; involved in axial and bipolar bud site selection, filamentous growth, invasive growth, and the spindle position checkpoint; localizes to the incipient bud site during G1 phase, to the mother-bud neck region and to the prospore membrane in HTP studies"
